game_id,nickname,score,bot_nickname,bot_score,bot_rating,rating
13021,pandorable,396,BetterBot,481,1837,1581
13023,Sopejohn,377,STEEBot,357,2147,1838
13024,phavour,434,STEEBot,370,2177,1957
13025,Kakapo,474,STEEBot,408,1875,1925
13028,wagyus,483,STEEBot,388,2096,1995
13030,nilina,198,BetterBot,492,2001,1765
13033,Crookshanks,444,BetterBot,293,2044,1984
13034,Elvygrace,184,HastyBot,694,2148,1484
13038,Ituah009,459,HastyBot,385,2233,1500
13039,shreyas3,420,HastyBot,438,2196,1721
13040,SMD08C,417,HastyBot,450,2031,1823
13041,Indominus,333,HastyBot,494,2203,2208
13042,Rexington,300,STEEBot,326,2131,2038
13043,burtmunch,296,BetterBot,471,1623,1462
13044,tarkovsky7,269,HastyBot,466,1971,1922
13047,MSHS-21LEEJINYIH,451,STEEBot,467,2048,1878
13048,talulah,373,STEEBot,301,1893,1579
13049,Favournew,296,STEEBot,478,2089,1820
13050,Gtowngrad,278,BetterBot,486,1670,1385
13051,talulah,316,STEEBot,509,1842,1633
13052,shaila,446,STEEBot,458,2068,1900
13054,mihili_h,301,BetterBot,507,1989,1668
13055,phavour,392,BetterBot,410,2042,2008
13056,AWFUL,326,STEEBot,538,2129,2138
13057,chloe,376,HastyBot,542,2040,1815
13058,Vishy56789,414,HastyBot,381,2052,1706
13059,Tazz,330,STEEBot,529,2124,1704
13061,Edemaro,475,HastyBot,451,2226,1805
13062,Umbra,340,BetterBot,345,1719,1483
13063,BB-8,287,HastyBot,443,1649,1500
13064,rak1507,497,STEEBot,359,1992,1960
13065,Modupe,314,BetterBot,402,1995,1830
13066,IlmanHaziq,380,STEEBot,497,2157,1818
13067,Yracivc,427,STEEBot,469,2085,2160
13068,TrentonTron,382,HastyBot,496,2039,2029
13070,Uzams,338,STEEBot,520,2098,1723
13072,NoelL,413,HastyBot,475,2266,2022
13073,BB-8,343,HastyBot,442,1664,1500
13075,Zynx,343,BetterBot,396,1980,1898
13076,jellybeanshake,311,BetterBot,383,1688,1359
13077,deathstar,335,STEEBot,390,1818,1602
13079,kar2008,447,BetterBot,424,1747,1758
13080,Zynx,349,BetterBot,345,2016,1892
13081,MagiKrap,489,BetterBot,379,1976,1916
13084,MasterYeri,410,STEEBot,508,2085,1951
13085,kushy,308,STEEBot,525,2144,1700
13087,FuriousTiles,349,BetterBot,372,1665,1852
13088,NurdiniDelisha,275,BetterBot,466,1976,1981
13089,kar2008,407,BetterBot,333,1692,1819
13090,Kovert,348,BetterBot,358,1653,1784
13091,Olympicnaija,470,STEEBot,464,2110,1908
13092,ariel2008,399,STEEBot,461,2114,1738
13095,HivinD,507,STEEBot,428,2107,2043
13096,sufiii,332,BetterBot,418,1975,1771
13098,AngieOsai,365,STEEBot,454,2147,1489
13099,akiff_faleel,544,STEEBot,394,2043,2081
13103,bobcubed,423,BetterBot,438,1688,1655
13105,busker221,311,HastyBot,407,2228,2047
13107,HivinD,442,STEEBot,423,2133,2030
13108,Torquayfan2303,503,BetterBot,294,2012,2034
13110,BB-8,399,HastyBot,387,1614,1500
13111,Inandoutworker,459,HastyBot,457,2206,1530
13112,Uzams,470,STEEBot,455,2064,1793
13113,mytbear,399,HastyBot,416,2253,2055
13114,Idante,444,STEEBot,334,2160,1921
13116,jellyfish,435,STEEBot,423,2146,2067
13117,NoelL,344,HastyBot,468,2256,2030
13119,ChrisOB,271,STEEBot,377,2090,2046
13121,Trayz,365,STEEBot,465,2090,2042
13122,Bingobabe,409,BetterBot,272,1697,1334
13123,stevy,415,BetterBot,377,1601,1500
13124,kar2008,412,BetterBot,375,1655,1819
13125,BB-8,332,HastyBot,355,1640,1500
13126,matterhorn,489,BetterBot,252,1707,1500
13129,sbush,373,HastyBot,477,2014,1869
13132,BB-8,507,HastyBot,306,1664,1500
13134,shcheah,432,HastyBot,364,2265,2023
13135,NurdiniDelisha,236,BetterBot,455,2014,1999
13136,bubbat,378,HastyBot,471,1932,1807
13138,jodel,418,BetterBot,416,2016,2135
13140,HJFan,280,HastyBot,489,1998,1665
13141,NurdiniDelisha,256,BetterBot,477,2019,1981
13143,pandorable,360,BetterBot,364,1887,1667
13144,Mvoi,245,STEEBot,616,2112,1574
13145,Goldenlamb,388,STEEBot,368,2190,2104
13146,NoelL,404,HastyBot,520,2169,2058
13147,TrentonTron,367,HastyBot,442,2024,2004
13149,BB-8,308,HastyBot,407,1640,1500
13151,BB-8,398,HastyBot,458,1649,1500
13153,shaunthesheep,414,STEEBot,388,2050,1984
13154,kar2008,341,BetterBot,392,1658,1870
13155,Camelngz,378,STEEBot,372,2160,1931
13159,BB-8,350,HastyBot,470,1614,1500
13161,Nursaidatul,158,HastyBot,718,2300,1216
13162,HivinD,580,BetterBot,257,1986,2043
13163,squashy,486,STEEBot,541,2111,1840
13165,deathstar,366,STEEBot,391,1887,1642
13166,oranggua,410,BetterBot,390,1911,1884
13169,Meith,483,BetterBot,389,1996,2076
13172,Laju,389,BetterBot,375,2035,1813
13173,shcheah,317,HastyBot,551,2249,2111
13175,pandorable,350,BetterBot,401,1840,1689
13176,JayKru,388,HastyBot,425,2027,1846
13179,BB-8,382,HastyBot,346,1614,1500
13180,BB-8,393,HastyBot,387,1614,1500
13181,Crookshanks,363,STEEBot,515,2177,1976
13182,akiff_faleel,417,BetterBot,364,2044,2140
13183,deathstar,292,STEEBot,468,1851,1635
13184,Yracivc,414,STEEBot,418,2147,2159
13185,BB-8,406,HastyBot,305,1649,1500
13186,Yracivc,401,STEEBot,438,2142,2123
13187,shcheah,385,HastyBot,420,2335,2118
13188,Leo,247,STEEBot,379,1798,1766
13189,sbush,272,STEEBot,364,1854,1814
13191,Xerxes,434,BetterBot,413,2014,1879
13192,The_Master,362,BetterBot,322,2046,1866
13193,HivinD,488,STEEBot,408,2053,2058
13194,Esan,394,HastyBot,450,2246,2142
13195,katrushka,390,BetterBot,362,1684,1599
13197,FuriousTiles,489,STEEBot,444,1834,1801
13200,pandorable,342,BetterBot,432,1891,1661
13201,BB-8,434,HastyBot,325,1640,1500
13205,Lola,468,STEEBot,419,2168,1884
13206,BB-8,349,HastyBot,330,1640,1500
13207,Goldenlamb,471,STEEBot,454,2132,2118
13209,stevy,313,BetterBot,407,1687,1500
13210,ArthurB,370,BetterBot,394,1722,1497
13211,gerald0506,301,STEEBot,476,2098,2024
13212,patricck,322,BetterBot,307,1944,2120
13213,Sopejohn,347,STEEBot,550,2081,1838
13214,pandorable,304,BetterBot,428,1899,1645
13215,Esan,449,HastyBot,617,2228,2136
13216,pisces223,337,STEEBot,450,1816,1637
13218,kar2008,314,BetterBot,552,1679,1741
13222,Trayz,408,STEEBot,417,2174,2001
13223,jayl,430,HastyBot,465,2049,1880
13224,LIMEUJIE,419,BetterBot,420,1881,1983
13225,Bingobabe,362,BetterBot,410,1679,1543
13230,HJFan,341,HastyBot,459,1995,1668
13231,pandorable,376,BetterBot,300,1911,1632
13232,pandorable,239,BetterBot,430,1870,1624
13234,davidavid,330,BetterBot,353,1966,1843
13235,gameatiruth,343,HastyBot,484,2310,2011
13236,royster,351,HastyBot,404,2045,1744
13237,Trayz,348,STEEBot,504,2097,2042
13238,tarkovsky7,385,HastyBot,486,2085,1845
13239,PVMG,388,BetterBot,372,1908,1947
13241,MYJTehx,369,BetterBot,356,1964,1916
13242,Esan,553,HastyBot,447,2213,2116
13243,Favournew,370,STEEBot,537,2083,1824
13244,ZeMing,414,STEEBot,388,2156,2032
13245,jodel,420,BetterBot,330,1983,2058
13246,deathstar,360,STEEBot,389,1878,1754
13247,jodel,426,BetterBot,303,2045,2136
13250,pandorable,383,BetterBot,392,1929,1613
13253,Y4NSH3Ng,391,BetterBot,461,1869,1502
13254,patricck,488,BetterBot,299,1969,2143
13257,BB-8,363,HastyBot,407,1649,1500
13258,BB-8,346,HastyBot,438,1649,1500
13259,joelimus,401,HastyBot,444,2044,2080
13260,GrubbTime,572,HastyBot,408,2152,1866
13261,Matt_86,376,HastyBot,437,2249,1944
13263,Rexington,472,STEEBot,366,2083,2039
13264,Hetman,169,STEEBot,631,2245,1871
13267,MarieDee,461,BetterBot,342,1972,2062
13269,Kwyet,325,STEEBot,503,1844,1932
13273,MSHS-21KADMUSLEE,385,STEEBot,490,2102,1860
13274,auricle,292,HastyBot,517,2035,1827
13277,MasterYeri,422,STEEBot,378,2197,1952
13279,shcheah,431,HastyBot,406,2242,2078
13280,BB-8,410,HastyBot,440,1614,1500
13281,gameatiruth,411,HastyBot,423,2210,2107
13283,BethMix,365,STEEBot,376,1830,1534
13284,pandorable,291,BetterBot,403,1843,1679
13285,deathstar,333,STEEBot,334,1850,1638
13286,LeChamp21,323,BetterBot,413,1972,1618
13290,Abdulateef,316,HastyBot,519,2158,1880
13293,bubbat,372,HastyBot,467,2028,1745
13294,Kovert,426,BetterBot,282,1683,1694
13295,shcheah,351,HastyBot,599,2179,2079
13296,Aurelian,292,STEEBot,500,2163,1847
13297,Loeloeraai,242,BetterBot,443,1997,1706
13298,sbush,492,HastyBot,377,1980,1852
13299,IlmanHaziq,329,BetterBot,500,2106,1767
13300,shcheah,409,HastyBot,554,2217,2083
13302,atay8,444,STEEBot,536,2051,2171
13303,Hercules,388,STEEBot,426,1867,1861
13307,NatthanonL,484,STEEBot,418,2148,1959
13308,Crookshanks,389,BetterBot,491,1964,1962
13309,PVMG,465,BetterBot,371,1839,1893
13312,aqilfattah,100,BetterBot,541,2048,1100
13313,Anita,366,STEEBot,408,1867,1598
13315,kar2008,420,BetterBot,392,1686,1850
13319,BB-8,336,HastyBot,401,1614,1500
13320,Yuki86,287,BetterBot,459,2007,1265
13321,Nishtar,464,STEEBot,400,2068,2159
13322,Ibrahim28,352,BetterBot,477,2036,1599
13323,Esan,455,HastyBot,539,2214,2065
13327,verajoan,423,STEEBot,400,2109,1896
13329,frz,438,STEEBot,409,2011,2132
13330,pandorable,319,BetterBot,390,1860,1628
13331,BB-8,296,HastyBot,480,1614,1500
13332,Goldenlamb,437,STEEBot,419,2113,2012
13334,rasnz,324,BetterBot,408,1965,1753
13335,Goldenlamb,433,STEEBot,448,2068,2011
13337,jaundiced,345,STEEBot,433,1860,1612
13339,BB-8,358,HastyBot,331,1614,1500
13340,hellacia,368,HastyBot,433,1961,1803
13342,Yracivc,482,STEEBot,473,2112,2133
13343,Kathleen3,334,BetterBot,361,1953,1982
13344,mesnamik,363,BetterBot,300,1975,1482
13345,edenchoo,440,HastyBot,452,2274,2050
13346,afeicher,265,HastyBot,580,1906,1401
13347,Hercules,358,STEEBot,462,1804,1836
13348,Muendo,266,HastyBot,524,2182,1397
13349,BB-8,381,HastyBot,451,1640,1500
13351,BB-8,327,HastyBot,379,1640,1500
13352,vannandonly,357,HastyBot,541,2262,2128
13353,deathstar,355,STEEBot,349,1895,1734
13354,adola,406,HastyBot,482,2233,2162
13355,sstastic,443,STEEBot,419,2128,1772
13357,Lola,387,STEEBot,408,2132,1901
13358,BB-8,389,HastyBot,385,1664,1500
13359,CornyG,313,STEEBot,504,1878,1608
13360,kar2008,429,BetterBot,333,1617,1860
13361,nykxis,429,STEEBot,508,2112,1878
13362,Xerxes,333,BetterBot,381,1975,1938
13363,PVMG,410,STEEBot,329,2144,2064
13364,kenting,315,BetterBot,464,1976,1960
13366,snorkl,381,STEEBot,437,2164,1902
13367,BB-8,434,HastyBot,432,1640,1500
13368,BB-8,303,HastyBot,545,1615,1500
13369,BB-8,341,HastyBot,400,1614,1500
13370,HivinD,357,STEEBot,510,2154,2116
13371,cudbear,388,HastyBot,603,2188,1500
13372,jaundiced,419,STEEBot,469,1901,1868
13373,CLSmith15,391,BetterBot,318,1681,1500
13375,DoubleJay,375,STEEBot,507,1918,1670
13376,BB-8,418,HastyBot,390,1649,1500
13377,Trayz,446,STEEBot,443,2118,2001
13380,pandorable,279,BetterBot,398,1892,1660
13381,NurdiniDelisha,264,BetterBot,429,2005,1988
13383,dystopianist,496,STEEBot,342,1842,1714
13384,inshal,447,HastyBot,428,2231,1853
13386,MYJTehx,304,BetterBot,396,1958,1884
13387,Kwyet,446,STEEBot,363,1883,1769
13388,BB-8,356,HastyBot,303,1615,1500
13393,Anita,342,STEEBot,497,1857,1627
13394,Favournew,398,STEEBot,399,2076,1828
13395,BB-8,414,HastyBot,397,1664,1500
13396,Uzams,379,STEEBot,474,2134,1803
13400,AWFUL,459,STEEBot,344,2223,2130
13402,Mvoi,473,STEEBot,409,2104,1573
13403,pandorable,372,BetterBot,365,1841,1647
13405,BB-8,452,HastyBot,280,1640,1500
13406,ruby43,303,BetterBot,331,1646,1599
13408,BB-8,391,HastyBot,389,1635,1500
13409,plunder1,308,STEEBot,430,1841,1613
13410,Marlon,492,HastyBot,464,2201,2088
13414,Glilac,353,STEEBot,475,2045,2037
13415,Manuel,290,BetterBot,354,1955,1791
13417,BB-8,353,HastyBot,349,1635,1500
13418,noahslat,363,HastyBot,513,2223,1834
13419,TrentonTron,485,HastyBot,487,2039,1889
13422,Stanley,485,HastyBot,436,2283,2114
13423,BethMix,380,HastyBot,527,2014,1560
13426,BB-8,375,HastyBot,339,1664,1500
13430,rak1507,482,STEEBot,406,2137,2040
13431,gameatiruth,388,HastyBot,477,2285,2007
13432,shaila,372,STEEBot,500,2178,1911
13433,Matt_86,388,BetterBot,411,2064,2030
13434,rqts,354,BetterBot,390,1996,1630
13435,BB-8,376,HastyBot,338,1614,1500
13437,Goldenlamb,367,STEEBot,468,2128,2056
13438,BB-8,424,HastyBot,446,1614,1500
13439,Inandoutworker,672,BetterBot,366,2003,1467
13440,deathstar,341,STEEBot,396,1884,1654
13441,MSHS-21KADMUSLEE,354,STEEBot,391,2084,1895
13442,BB-8,370,HastyBot,365,1614,1500
13443,0927399533,213,BetterBot,422,1961,1451
13444,Kimori101,423,BetterBot,318,2003,1885
13447,Kovert,408,BetterBot,421,1741,1798
13448,pandorable,286,BetterBot,543,1848,1584
13449,Gazzu,315,STEEBot,371,1819,1719
13450,Raash,549,HastyBot,483,2311,1987
13451,BB-8,434,HastyBot,379,1615,1500
13452,KoalaJ,408,STEEBot,400,2102,2159
13453,Zynx,371,BetterBot,446,1936,1915
13454,runnerguy,498,STEEBot,409,1902,1756
13455,pandorable,245,BetterBot,548,1886,1659
13456,NurdiniDelisha,243,BetterBot,512,1943,1981
13457,RKS,441,STEEBot,422,2123,1715
13458,Kovert,512,BetterBot,295,1693,1790
13459,Nixaplayswords,486,BetterBot,406,1975,2089
13462,MALOBI01,361,HastyBot,579,2216,2133
13463,pandorable,345,BetterBot,213,1842,1652
13466,BB-8,266,HastyBot,561,1640,1500
13468,MQK,194,BetterBot,284,1911,1645
13471,SirFink,319,STEEBot,365,1901,1420
13473,Narmiii,315,BetterBot,463,1978,1755
13474,shaila,426,STEEBot,449,2162,1913
13475,SirLee,346,STEEBot,435,2127,2118
13476,BB-8,389,HastyBot,353,1614,1500
13477,Y4NSH3Ng,369,BetterBot,434,1869,1502
13479,BeautifulWaste,381,BetterBot,415,2080,1823
13482,BB-8,400,HastyBot,406,1635,1500
13483,Possibilites,407,HastyBot,384,2271,1864
13484,rasnz,281,BetterBot,389,1974,1726
13485,pandorable,426,BetterBot,390,1846,1572
13486,Jeps,352,BetterBot,485,1949,1552
13487,MYJTehx,373,BetterBot,366,1964,1909
13489,Goldenlamb,577,STEEBot,427,2027,1998
13490,Scrabbler17,397,BetterBot,400,2030,1828
13491,phavour,411,STEEBot,499,2053,1895
13492,Kavindu,423,BetterBot,316,1993,1940
13493,tramper,448,BetterBot,295,1999,2259
13494,NimuthuWitharana,361,HastyBot,478,2329,2134
13495,BB-8,299,HastyBot,491,1615,1500
13496,orlyns,397,STEEBot,393,2185,2081
13498,Tingming,289,STEEBot,537,2174,1432
13499,Kovert,413,BetterBot,390,1756,1798
13500,DBrumby,514,HastyBot,492,2190,1845
13501,BeanzCyclones,449,STEEBot,351,2134,1996
13503,BB-8,514,HastyBot,377,1615,1500
13505,deathstar,268,STEEBot,447,1828,1623
13506,Kovert,402,BetterBot,258,1701,1712
13507,joelimus,486,HastyBot,471,2040,2085
13508,pandorable,349,BetterBot,368,1832,1635
13510,BB-8,402,HastyBot,360,1614,1500
13511,rak1507,366,STEEBot,306,2112,2084
13514,Sib_Mk,437,BetterBot,385,2022,1834
13516,mytbear,349,HastyBot,537,2191,2100
13517,Mimix,315,BetterBot,516,1989,1912
13518,shreyas3,370,HastyBot,463,2240,1745
13521,BB-8,346,HastyBot,323,1664,1500
13522,frz,418,BetterBot,272,1982,2079
13523,pandorable,348,BetterBot,354,1865,1624
13524,NimuthuWitharana,393,BetterBot,369,1908,2082
13525,Kwyet,380,STEEBot,482,1828,1768
13526,Camelngz,358,STEEBot,505,2085,1972
13527,Mimix,402,BetterBot,373,1981,1899
13528,Matt_86,441,BetterBot,380,2042,1967
13530,MSHS-21KADMUSLEE,523,STEEBot,357,2097,1881
13531,TrentonTron,363,HastyBot,470,2065,1909
13532,Thomson_Law_Long_Yin,514,STEEBot,392,2208,1975
13533,dathanl,440,BetterBot,430,1697,1586
13534,Xerxes,323,BetterBot,369,2069,1889
13535,Kathleen3,332,BetterBot,337,1943,1944
13536,deathstar,295,STEEBot,491,1926,1637
13537,Nixaplayswords,455,BetterBot,349,1978,1748
13538,stevy,339,STEEBot,447,1921,1500
13539,phavour,267,BetterBot,365,2039,1998
13540,gregthaopenny,446,BetterBot,533,1754,1607
13542,Yracivc,479,STEEBot,356,2125,2149
13543,Yracivc,424,STEEBot,419,2102,2177
13544,pandorable,409,BetterBot,359,1877,1668
13545,Firebird,266,BetterBot,280,1750,1438
13546,davidavid,345,BetterBot,340,2032,1827
13547,phil-s,297,BetterBot,406,1712,1569
13548,ChsrQat,371,BetterBot,392,2014,2103
13549,squashy,380,BetterBot,459,1979,1832
13550,BB-8,481,HastyBot,458,1615,1500
13552,shcheah,446,HastyBot,405,2223,2052
13553,Trayz,380,STEEBot,371,2071,1956
13554,BB-8,447,HastyBot,360,1635,1500
13555,zem,376,HastyBot,538,2223,1872
13556,plunder1,364,STEEBot,358,1858,1613
13557,Bucks,514,BetterBot,284,1990,1979
13558,shaneabbas,350,STEEBot,467,2083,1967
13559,evatt,333,BetterBot,479,1741,1500
13561,ahmadthegreat,407,STEEBot,383,2127,1917
13562,AASM16,504,BetterBot,298,1992,1936
13565,HivinD,417,STEEBot,381,2092,2146
13566,frz,402,BetterBot,350,1978,2116
13568,BB-8,465,HastyBot,296,1664,1500
13569,Hercules,419,STEEBot,351,1940,1852
13570,ChrisOB,380,HastyBot,527,2208,2047
13574,joelimus,377,HastyBot,467,2123,2003
13575,Abdulmumin,480,STEEBot,434,2138,2179
13576,BB-8,403,HastyBot,329,1640,1500
13579,Anita,385,STEEBot,431,1812,1596
13580,royster,434,HastyBot,387,1953,1758
13581,proton2020,436,STEEBot,406,2110,1979
13582,Laju,358,BetterBot,456,1937,1745
13586,Vishy56789,390,HastyBot,418,2095,1679
13587,Goldenwick,233,BetterBot,431,1741,1321
13588,Zynx,476,BetterBot,348,1951,1917
13589,Kaumadee,313,BetterBot,524,1895,1779
13590,Rexington,378,STEEBot,344,2131,2011
13591,Goldenlamb,423,STEEBot,415,2079,1970
13592,Yracivc,387,STEEBot,403,2130,2110
13594,ArthurB,382,BetterBot,404,1691,1583
13596,pandorable,322,BetterBot,333,1868,1620
13597,sbush,297,HastyBot,611,2020,1823
13600,odngkr,445,HastyBot,411,2112,1999
13601,stevy,453,STEEBot,475,1868,1500
13604,BB-8,423,HastyBot,398,1650,1500
13605,busker221,442,HastyBot,513,2197,2057
13606,talulah,317,STEEBot,513,1826,1579
13609,shaneabbas,390,STEEBot,367,2154,1903
13610,Sopejohn,484,STEEBot,335,2069,1838
13611,Kovert,530,BetterBot,353,1661,1825
13612,Limo,332,HastyBot,528,2150,1755
13613,OoiPeiXi,266,BetterBot,464,2041,1602
13614,snorkl,428,STEEBot,502,2099,1886
13616,katrushka,327,BetterBot,456,1756,1620
13617,BB-8,419,HastyBot,451,1664,1500
13618,chloe,405,HastyBot,420,1971,1820
13619,breacher,452,STEEBot,420,2097,1749
13620,ccm,443,HastyBot,497,2030,1676
13621,Goldenlamb,387,STEEBot,417,2154,2097
13622,Inandoutworker,316,STEEBot,428,2110,1467
13623,BethMix,374,STEEBot,434,1872,1519
13624,KoalaJ,411,STEEBot,536,2110,2098
13625,PENapasa,330,BetterBot,360,1960,1855
13626,tarkovsky7,433,HastyBot,495,2028,1861
13628,Xerxes,321,BetterBot,343,1966,1869
13630,Matt_86,315,HastyBot,461,2200,1943
13631,scaredy,455,BetterBot,285,1715,1690
13634,akiff_faleel,377,STEEBot,447,2153,2044
13636,BB-8,448,HastyBot,314,1614,1500
13640,noahslat,330,HastyBot,453,2269,1900
13641,meetsumeet,377,STEEBot,434,2123,1918
13642,Mishamuz,228,STEEBot,595,2118,1721
13644,UMIAQ,361,HastyBot,444,2246,2114
13645,supriya,435,HastyBot,450,2270,1911
13646,thraoph,405,HastyBot,487,2220,2087
13647,nykxis,427,STEEBot,403,2074,1963
13648,auricle,409,HastyBot,473,2360,1927
13649,Inandoutworker,347,BetterBot,382,1980,1508
13650,shcheah,306,HastyBot,482,2182,2033
13652,sungoer,356,HastyBot,468,2070,1839
13653,NurdiniDelisha,230,BetterBot,526,1998,1999
13654,KoalaJ,430,STEEBot,405,2101,2091
13656,pandorable,246,BetterBot,470,1798,1669
13657,Hazman01,242,STEEBot,574,2187,1748
13660,tarkovsky7,397,HastyBot,367,1928,1916
13661,snorkl,434,STEEBot,463,2111,1950
13664,snorkl,432,STEEBot,412,2132,1912
13665,BB-8,318,HastyBot,383,1614,1500
13666,nykxis,387,STEEBot,396,2185,1891
13667,jodel,474,BetterBot,315,1970,2054
13668,thisguy,416,HastyBot,419,2040,1871
13669,halidom21,392,STEEBot,446,2153,2104
13670,BB-8,309,HastyBot,373,1649,1500
13671,thraoph,424,HastyBot,516,2222,2003
13672,BB-8,414,HastyBot,425,1614,1500
13675,thraoph,440,HastyBot,432,2220,2050
13678,TheGidfather,467,BetterBot,372,1644,1626
13679,saint,354,STEEBot,429,1807,1977
13680,sungoer,394,HastyBot,623,2036,1843
13681,BB-8,506,HastyBot,277,1664,1500
13684,Crookshanks,432,STEEBot,462,2123,2000
13686,Modupe,464,STEEBot,414,2142,1861
13687,BB-8,388,HastyBot,483,1614,1500
13688,Mvoi,407,STEEBot,371,2113,1678
13689,Avyze,404,STEEBot,489,2199,2108
13690,Paohsien80,441,STEEBot,485,2130,1908
13691,PENapasa,397,BetterBot,323,1934,1825
13693,Loeloeraai,348,BetterBot,444,2078,1750
13694,BB-8,364,HastyBot,376,1614,1500
13695,Meith,352,BetterBot,426,2010,2041
13696,Keenslee,347,BetterBot,466,1862,1871
13697,tramper,412,BetterBot,323,1931,2237
13698,Yracivc,467,STEEBot,390,2195,2160
13701,BB-8,299,HastyBot,441,1664,1500
13703,deathstar,277,STEEBot,450,1894,1672
13704,Kovert,474,BetterBot,291,1670,1798
13705,PVMG,411,BetterBot,399,1873,1851
13706,LeChamp21,375,BetterBot,424,1942,1639
13707,Leo,475,STEEBot,379,1918,1658
13708,orlyns,399,STEEBot,378,2124,2097
13709,hokomayin,354,STEEBot,467,2137,1958
13710,Khairul.A,330,STEEBot,499,2088,1798
13711,BB-8,360,HastyBot,425,1614,1500
13712,talulah,366,STEEBot,465,1903,1579
13716,MSHS-21KADMUSLEE,336,STEEBot,379,2184,1848
13720,pandorable,339,BetterBot,435,1864,1688
13721,BB-8,358,HastyBot,376,1614,1500
13722,Kathleen3,409,BetterBot,337,1926,2034
13723,jaundiced,376,STEEBot,465,1770,1751
13725,BB-8,312,HastyBot,410,1649,1500
13727,sarainvt,296,HastyBot,440,2029,1590
13732,chloe,484,HastyBot,356,1980,1830
13733,BB-8,428,HastyBot,363,1640,1500
13734,pandorable,306,BetterBot,392,1849,1673
13735,SMD08C,439,HastyBot,508,1972,1828
13739,chloe,452,HastyBot,478,2024,1875
13740,Cotopaxi,428,STEEBot,428,2162,2005
13742,HivinD,507,STEEBot,419,2082,2036
13744,Galena,366,BetterBot,453,1726,1546
13747,talulah,239,STEEBot,453,1796,1594
13749,sungoer,371,HastyBot,449,2016,1808
13751,orlyns,527,STEEBot,403,2207,2043
13752,ji1222,526,HastyBot,400,2304,1712
13754,pandorable,405,BetterBot,419,1821,1610
13757,SirLee,277,STEEBot,472,2087,2062
13758,Willeford,415,STEEBot,398,1867,1798
13759,Omoyedivine,379,STEEBot,409,2082,2030
13762,FuriousTiles,412,BetterBot,365,1717,1790
13764,BB-8,311,HastyBot,451,1664,1500
13765,pandorable,231,BetterBot,394,1804,1673
13766,Rexington,395,STEEBot,359,2111,2142
13768,Kii,261,STEEBot,512,2034,1883
13769,Zanderman,425,STEEBot,380,2232,1963
13770,AASM16,281,BetterBot,453,2036,1936
13771,Lydker,369,BetterBot,369,1705,1671
13772,bobcubed,376,BetterBot,399,1704,1613
13774,cityboy,437,STEEBot,400,1833,1704
13775,deathstar,342,STEEBot,464,1865,1747
13776,Kathleen3,365,BetterBot,347,1982,2016
13777,noahslat,438,HastyBot,485,2163,1867
13778,Kathleen3,426,BetterBot,369,1947,1992
13779,talulah,354,STEEBot,382,1779,1583
13780,SirLee,440,STEEBot,380,2121,2066
13781,Bingobabe,403,BetterBot,356,1588,1526
13782,rasnz,401,BetterBot,367,2051,1741
13787,inkylap,284,BetterBot,386,1724,1261
13788,DoubleJay,374,STEEBot,426,1834,1647
13789,talulah,285,STEEBot,444,1866,1632
13791,Emeryz,363,STEEBot,462,2175,1739
13792,Anita,330,STEEBot,453,1874,1585
13793,tarkovsky7,495,HastyBot,402,2048,1858
13794,Ashadow,458,HastyBot,476,2181,1843
13795,RKS,400,STEEBot,334,2117,1748
13797,hickoryhoosier,324,BetterBot,395,1690,1561
13798,Xerxes,441,BetterBot,290,2002,1825
13801,BB-8,327,HastyBot,389,1640,1500
13802,Matt_86,432,HastyBot,418,2152,1955
13804,atay8,291,STEEBot,453,2125,2137
13805,deathstar,346,STEEBot,435,1918,1604
13806,Kathleen3,378,BetterBot,375,1984,1998
13807,Goldenlamb,169,STEEBot,308,2112,2021
13808,stramash,395,BetterBot,419,1973,1398
13809,Meith,371,BetterBot,364,1895,2089
13810,BB-8,372,HastyBot,356,1635,1500
13813,Goldenlamb,433,STEEBot,377,2050,1986
13814,Sopejohn,380,STEEBot,434,2095,1833
13815,buksss,373,BetterBot,399,2044,1461
13817,UMIAQ,428,HastyBot,447,2353,2111
13818,BB-8,442,HastyBot,319,1615,1500
13819,Edemaro,410,HastyBot,484,2224,1839
13821,sungoer,289,HastyBot,410,2043,1836
13824,pandorable,371,BetterBot,357,1761,1637
13826,Goldenlamb,340,STEEBot,419,2063,2071
13827,davidavid,335,BetterBot,358,1965,1835
13828,dathanl,395,BetterBot,369,1715,1603
13829,UMIAQ,451,HastyBot,320,2253,2026
13831,BB-8,284,HastyBot,413,1640,1500
13832,HappyWanderer,369,HastyBot,467,1939,1899
13836,Blinger,285,STEEBot,487,2116,1800
13839,LadyFringe,366,BetterBot,439,1668,1673
13840,meganlmz,397,HastyBot,518,2232,1846
13841,talulah,321,STEEBot,398,1809,1583
13842,HaDZ,343,STEEBot,434,1877,1500
13843,Esan,362,HastyBot,591,2226,2146
13845,Rexington,504,STEEBot,454,2155,2045
13847,Tazz,299,STEEBot,318,2260,1719
13853,Kathleen3,353,BetterBot,331,2062,1994
13854,davidavid,309,BetterBot,437,2016,1823
13856,Nick,316,HastyBot,572,1973,1529
13858,MarieDee,391,BetterBot,373,1980,1996
13860,vinylchances,385,HastyBot,555,2172,1842
13861,LeChamp21,297,BetterBot,339,1968,1648
13862,BB-8,326,HastyBot,442,1664,1500
